Name	AveExpr	t	logFC	P.Value	Adj pval	B
AGA	6.3331198504179484	-5.436264124310359	-0.21017389456389157	7.191849438166463e-8	4.387871422709803e-7	7.536021750558692
ILDR1	5.008175594334945	-3.4729684727283296	-0.21021406655371422	5.418434023280543e-4	0.0014180273089809635	-0.9018786815656537
KIAA1598	6.507801791915925	-4.87273445108132	-0.21043338518517807	1.3225387710632297e-6	6.0961974433316984e-6	4.7533058992980965
HCN2	2.1859915560694723	-2.196136451318117	-0.21050104148087656	0.0283630495554735	0.04883689689933661	-4.446651316140024
LDLRAD4	6.660693954642048	-2.3341520094961052	-0.21056567706098583	0.0198297770561274	0.035590805139074824	-4.139213688508726
ITGA3	6.534948993276023	-3.1744982395055237	-0.2105661364409812	0.0015573114779108294	0.0036695247296819806	-1.8703733121623793
MATN2	5.372008081666919	-2.165222092754216	-0.21057202886071735	0.030660046169446693	0.052376021089762984	-4.512978613194993
DPY19L4	5.81277476030702	-5.031740575239104	-0.21057997351489366	5.981807671819139e-7	2.97083941421244e-6	5.509590973132392
MARCH7	7.078937979776759	-5.955970013335168	-0.21058661811462454	3.841344670163772e-9	3.0491803374992715e-8	10.352147914918252
ZNF292	5.0906435247990744	-4.524444552720454	-0.21058957513896726	6.955153193789638e-6	2.726959095054831e-5	3.1769696621006993
LHFPL2	6.092177433518844	-4.32352356036538	-0.21072246860975685	1.72551621087264e-5	6.178745818405921e-5	2.3181424544181777
ARNT	6.338571569220509	-6.778832679132453	-0.21073563121009187	2.3233551757302994e-11	3.111245916205898e-10	15.288195699406987
POLR3B	4.730132746613804	-6.910192562215956	-0.21081878227341022	9.756579469535725e-12	1.4226327085603251e-10	16.129105727181333
ACBD3	6.877772289349969	-6.3696014007993504	-0.21086251113873455	3.163948536106521e-10	3.1958863416290603e-9	12.761273409973864
USP33	6.564112078472195	-6.5208116781822145	-0.21086360016377093	1.2252795107921105e-10	1.3639847463658872e-9	13.678496612201496
TMEM131	6.099345861667069	-7.018422965868218	-0.21094207831217648	4.722883351163795e-12	7.485913976622719e-11	16.8327119908953
CNOT8	6.91585692946107	-7.076640774459778	-0.21096717453205205	3.1841898223229405e-12	5.233796484128645e-11	17.215187326681672
RNF20	6.4051138968532175	-7.251495356612973	-0.21101747571480178	9.584963562889144e-13	1.824047611361934e-11	18.380663401144435
ERVFRD-1	0.813604201481032	-3.221674116242957	-0.21102369398390963	0.0013249957147017306	0.003168437756847153	-1.7229269544315455
ERCC6	4.503056951824699	-5.805841281189099	-0.21104119198119786	9.170437588932195e-9	6.707309613238279e-8	9.51433583905418
CD99L2	6.020565822459637	-4.955231785259661	-0.21117471006095023	8.786935122687574e-7	4.213471891900634e-6	5.142838309076476
RSPH4A	2.2490588298998375	-2.508484411006051	-0.21121578727519896	0.012318076834272293	0.023361117911669997	-3.7244779190411537
FOXJ3	6.167308498193763	-7.7456174380435465	-0.2112165061967861	2.8215288628953345e-14	8.248103314775254e-13	21.808133085881195
CTC-454I21.3	0.8220057284027577	-2.7957341360988033	-0.21132483036265304	0.005299923982396397	0.010982161288815925	-2.977067469025667
KLHL5	6.069809463690709	-4.024954318156313	-0.21143184896623968	6.22930168278305e-5	1.9826641427271043e-4	1.110844679491704
PPAP2B	6.390306358648995	-4.25098003730584	-0.21148233830203633	2.374429219014931e-5	8.2493523343571e-5	2.017205003184591
TMEM255A	3.0978479710175377	-2.6202329061835035	-0.21152942935157704	0.008950416131136995	0.01757087189611587	-3.4431697224777076
GPR107	6.535790975597496	-6.761569002872073	-0.21153167599264666	2.6012316595745315e-11	3.44786251704304e-10	15.178750398171012
ATP6V1C1	6.951135178455116	-4.763219337026915	-0.21157242401466814	2.254799080626429e-6	9.875998281954913e-6	4.245734192761571
C12orf66	4.811737806595999	-5.5430634554063385	-0.21158074489935874	4.0144683815715626e-8	2.5721370836470096e-7	8.095341558933047
ADAMTS1	5.597150672453222	-2.5180050842007606	-0.21159921709124685	0.011992633368911798	0.02279852180737178	-3.700982255687844
FAM20B	6.344048417512045	-5.9908714270938965	-0.21160195912019653	3.129182840827273e-9	2.5339563315760913e-8	10.549726861039183
HIVEP2	4.825417378805557	-4.226050556611917	-0.21160712877567622	2.6468665000410662e-5	9.114148742436736e-5	1.9149121735639767
SCAF8	6.1237717880298534	-7.325545976569578	-0.2116884812348765	5.721868654909482e-13	1.1591398436397273e-11	18.881765711808722
ZNF571	4.480757346926765	-5.50440136347572	-0.2118565247253672	4.9635037865144466e-8	3.1246225703422433e-7	7.891698237579476
TM7SF3	7.1011865259559075	-4.7322185671789985	-0.211865138245539	2.6173408333472413e-6	1.1314268041044378e-5	4.104034218910497
NAMPTL	4.425808664270395	-3.0067524649119712	-0.2119359372161922	0.002721583814339916	0.006057869032847537	-2.377443305961262
FYB	4.82888709910576	-2.4893523938148756	-0.21206001141616948	0.01299590878047907	0.024513877857077662	-3.7714303101135878
CETN3	6.553540462835292	-5.903501153560889	-0.21207004605507862	5.218074896249439e-9	4.0182486262365654e-8	10.057108600241524
TMEM209	5.906642647880276	-6.256529835911542	-0.21224579306266467	6.351314563366557e-10	5.99637847734742e-9	12.088115002760983
ZMYM1	4.845261463081878	-5.6322975513951	-0.2122733588071899	2.447791926870432e-8	1.6462033446146347e-7	8.570397577295626
FAM46A	5.096512612966491	-3.238452082551003	-0.21228758113082513	0.0012504129134607526	0.0030086563588251057	-1.6699780271290612
CYB5D1	5.720718380352661	-4.751410371832826	-0.21238712536826299	2.3868062528401576e-6	1.0411620473467055e-5	4.191653990563825
C15orf57	6.3248525649039316	-6.3893566840363745	-0.2124739335003838	2.798180243604968e-10	2.8469529942197588e-9	12.880003440570523
KPNB1	8.162169510349186	-6.781426264718193	-0.21249115346355651	2.284206673785085e-11	3.0633263580982307e-10	15.304659581095407
ARHGAP12	6.00541830946636	-5.61547098929788	-0.21250190132233904	2.6885440983847238e-8	1.7817964017388135e-7	8.480281036112649
ZNF83	6.479199729161863	-5.148741705526377	-0.2125463911245058	3.2894622941293324e-7	1.7219800891257087e-6	6.080642987021989
TGFBR1	5.876332180655182	-3.7801603095704355	-0.21255202629086245	1.6815299670676318e-4	4.895927059989722e-4	0.18293670059498357
ELK4	5.398001489813716	-5.769837159067613	-0.2125832061614492	1.1266109613581207e-8	8.113024447708223e-8	9.316332877516896
ARL1	7.6480667612122595	-6.948387587508381	-0.21261915993625013	7.560947330670133e-12	1.1380163040178882e-10	16.376304789531797
PAN3	5.957484903304486	-5.624279091531153	-0.2127217851668064	2.5597825367578076e-8	1.7114082070276502e-7	8.527422728034722
ERLIN1	6.059398766568121	-6.338971153558771	-0.2127365058155508	3.825357842711697e-10	3.77805949194498e-9	12.577841859948187
LRGUK	2.4354947013654686	-2.7989895358804477	-0.21273650877915173	0.005247296609011533	0.010885495596687327	-2.9681416226782695
PDE4D	4.013967560942209	-2.739135653728248	-0.21273988622625906	0.0062945460122687934	0.01281568160709215	-3.13062357350139
FRG1B	5.54787395592341	-3.006537364955555	-0.21277180168565124	0.0027234976484103368	0.006060647504013813	-2.3780783755734403
TCEANC	4.229786189790251	-6.290007046292685	-0.21278340248495553	5.173083495848483e-10	4.9874111501531275e-9	12.286279376090466
EIF4E	7.114215988680532	-6.479582289473238	-0.2128846567410605	1.5899901131172986e-10	1.7185103822013199e-9	13.426480744187693
TMEM116	5.73303369946327	-4.408808724212342	-0.21289765308732278	1.1784822530660988e-5	4.3809999577137763e-5	2.6781506604231815
ZNF573	4.041296688300924	-4.309899609114389	-0.2129417777140823	1.8327854370483794e-5	6.532032950983382e-5	2.261254302978598
ACVR1	6.26601618640702	-5.811739586517679	-0.2129439192736715	8.865451783858812e-9	6.49990369918022e-8	9.546881294832978
EPB41	6.086529684925709	-4.579974066086895	-0.2129960577078167	5.376467497483366e-6	2.163512984194562e-5	3.420870075516927
TEX14	2.8613446512529377	-2.1846707829313257	-0.2129985534193879	0.0291970195502124	0.050116505188357044	-4.471359359483794
SCYL3	5.713676589737042	-5.6216237876753326	-0.21305083868950891	2.5979543285363082e-8	1.7324769033798333e-7	8.513204129800588
NEFM	1.5375269335397754	-2.2406006022191725	-0.21305195296676915	0.02532044904944875	0.04420686836462946	-4.349624393559623
VPRBP	6.092227527748856	-6.909121427993176	-0.21308968475443635	9.826416022793864e-12	1.430525088785946e-10	16.12219075929942
PDE7B	2.927632145248585	-3.3304857193608974	-0.2130899110186295	9.059071197652228e-4	0.002252031185526104	-1.3747694240976127
